pair,n_annotations,n_workers,n_contradictions,n_workers_contradicting,ratio_workers_contradicting,contradiction_annotation_ratio,n_possible_contradictions,contradiction_poss_contradiction_ratio,average_time_pair,workers_contradicting,workers_not_contradicting,"('afforded_usual', 'unusual')","('typical_of_concept', 'unusual')","('implied_category', 'unusual')",annotations_with_contradiction,"('typical_of_property', 'unusual')","('impossible', 'typical_of_concept')","('impossible', 'typical_of_property')","('affording_activity', 'unusual')","('implied_category', 'impossible')","('affording_activity', 'impossible')","('afforded_usual', 'impossible')"
round-berry,76,10,9,2,0.2,0.11842105263157894,52,0.17307692307692307,129.73594166666666,5dd7f4dbdcec87782e2d4e5c 5de122c7ff15c24523bccf21,598780a5e8d50e0001d7c273 5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5ddf8f46d0e07e000a396562 5de0ce83cca54a1199017f73,,2.0,2.0,be878832-044c-4e5b-bd86-733b8332376e 60a12786-1a07-4208-90be-985454bf41fe 0fe69855-0c3c-4eff-b5c5-8def8663f5e4 338fa580-6ddf-4008-8199-95d1fa12c880 e2aee5d6-f8bc-4b8f-b785-6ad33040d1d8 b32bfb64-dbce-45e2-b62a-4f3228bf4749 df580a42-7458-4446-ae2f-599973348485 33d8864c-d1fc-4450-972e-88a9aa176726 6c8ca60c-05e6-4dc9-85c5-84154de6b846 0c9d82a1-b1d4-4ae2-98a5-95de65d65c0b 70c56a44-a1a2-4988-9515-5e40e7255afa a1d9891d-d6f0-4b1a-a6d6-56e482039a3b fd6d8671-d36f-4f9c-a548-70ffb223be4e 6c289f12-5848-403b-b358-07e172318c6c b77192a3-9c94-4db7-b229-068d570b5422 72171a6c-c6f0-4662-9ecb-e6c059033e1b a1d384ef-fb77-49e0-a8e9-4a7ed25f2073 acdce93e-6c56-45b7-86b7-331a85b62040 2e1fc4e5-12f3-4995-8c83-e2b2771ccf7f 921a417f-0b3f-46c8-b90c-bb2823a3bae4,1.0,1.0,,1.0,1.0,1.0,
roll-bearing,73,10,2,2,0.2,0.0273972602739726,52,0.038461538461538464,145.29241904761903,598780a5e8d50e0001d7c273 5ddf8f46d0e07e000a396562,5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5dd7f4dbdcec87782e2d4e5c 5de122c7ff15c24523bccf21 5de0ce83cca54a1199017f73,,,,55dc236b-00bd-4f9a-a4d9-7d11dd50a6d4 75b9b081-acc2-4e37-a51a-375075417f26 d76c6710-b0bb-47b7-bc72-30784c92382c 6ba25bac-eea5-4273-adbc-c2a9e29e5ffb ed93648f-3fd7-4dbd-b803-c55318af9cdf 3257df29-34fc-448d-9f76-ccd263a28dc2 7057cd85-f20f-47b4-8fb1-6a23cf652a3d 1b5b1bcf-a9c3-4b8b-a17b-9a5595457b0a a67c8170-301f-457f-9b24-eb5b70bd3831 5fd0513d-ff37-4d39-88ec-aefc34c73205 ac16dd51-dc65-4e1a-b7b7-ef458f7e98aa f84cda6a-21cd-48e6-a2b3-df8d6a21c639 a0f98a86-8942-47b7-a30d-1565ed7b18fa e57825e2-d655-4003-90b9-9203379d1ca2 27954f50-2542-4aee-94a3-26d965dad13a 4032603b-4e7b-405c-80eb-3187c6b0b524 9cf34d05-1ce5-4b9b-b18a-8d9cdcbce776,1.0,1.0,,,,,
round-mentzelia,50,5,3,1,0.2,0.06,40,0.075,57.277040000000014,5c9e010f7706ba001215deb1,5c547ab2fd88bb0001868aec 5de85bd4ead0f17d1e35930b 5de936b4f87f550612b5f282 5de938ece4d1830288b70b33,,1.0,1.0,a8670d6b-cc67-49e7-bd6f-1367b845b11b 2892f23d-faf6-4615-8944-a82715b4b8d6 8bd6e5c9-d2b7-4488-bee0-cf70f94ef230 7f771339-7da7-46bc-9205-e3797a45517a cb4d7702-81b7-4c16-8350-f1e3a6a65fbe a88feebc-fa9c-4e70-8d1d-14b7af3fcb1c 02a8f7c4-bfd1-4501-8b68-fe9aa28124b3 5abb4890-0fa5-429e-acdf-d3b371e32bc2 e9a4ed80-5260-43a4-b3f0-95f7d4185994 df6ac984-3eda-4236-89dd-877af343df3d,1.0,,,,,,
round-circle,76,10,7,2,0.2,0.09210526315789473,51,0.13725490196078433,129.73594166666666,5dd7f4dbdcec87782e2d4e5c 5de122c7ff15c24523bccf21,598780a5e8d50e0001d7c273 5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5ddf8f46d0e07e000a396562 5de0ce83cca54a1199017f73,,1.0,1.0,992bc32f-9880-4723-a4e6-efa6c6c98054 f5b73836-a72f-4a2d-944c-ee37e67351ac 89fba986-8a49-46aa-be07-e07da781b9c1 cab97002-0c0f-41ba-be29-d08d0559abab a1e718da-312c-4b03-b0cd-4563c10639a4 7111091e-97f3-47ae-882c-df2864262d6c 4d1b33eb-3d6f-40b6-b861-bb9aaa1f9a7a 9efd73d9-b761-4255-ae00-88dc84aef5e9 84fb4a0a-13cc-4891-bae8-128fd9b26dba d048785b-48bd-4d21-92db-436387b89be7 8e844f46-84f3-4354-9054-b6bfa1958d40 bc8c092c-2610-4314-8fa4-c08e57156086 202342c8-32f3-4b0d-9954-98eb9bb5fdfe 85127481-a3e0-410d-9362-67923acc92b5 6990858d-d757-4e20-b5d8-98394e565f10 66d451f3-3439-42d0-826e-0323f6ed7fef 894d6415-485e-451a-a4fd-030515d5636c 5dd12500-455a-4e22-924f-7ac6f0e247b0 e2c57da7-f17f-4445-bf89-5f669bcd5574 576dc7c5-b67c-475c-84db-4acbaf43e807,1.0,1.0,1.0,1.0,,1.0,
round-hubcap,50,5,4,1,0.2,0.08,40,0.1,57.277040000000014,5c9e010f7706ba001215deb1,5c547ab2fd88bb0001868aec 5de85bd4ead0f17d1e35930b 5de936b4f87f550612b5f282 5de938ece4d1830288b70b33,,1.0,1.0,60fd7da9-8192-4c64-8580-adbee974e8f1 03a53cca-5cab-4875-8466-92e965bea4cf 8660f062-9593-4694-a950-bd2c64de394b 2610289f-ae7d-45d6-8d14-3f347b4780af 224b7912-4072-4af7-8eeb-c78b637b65bf 0053ba0e-6304-4420-a7c2-e5c5fe1d6696 7dc2042a-6e30-4f74-9132-1fa27c6fab9f ab82ff76-c575-410a-9b19-1385e665ca23 866c79e2-9771-4d1e-a7dc-a879dc78a4c6 1d6dafbc-0e1a-4a97-aa76-b96fbf01b5ec,1.0,,,1.0,,,
round-bulgur,50,5,1,1,0.2,0.02,40,0.025,85.33538000000001,5c5758e9efe1550001dc31b6,5acb5910e1546900019c413a 5d3f14f66a8a4e0018c17ed9 banking University student,,,,b432e33d-406f-4b9c-a901-65e6ad91756f 998f2c74-708f-4581-bdf6-8d0ee0767c01 9ff5c7f0-f22b-4530-a5e6-b8ec4050f780 3ee5f9b7-7877-465a-aceb-0ad355e72353 4d70820d-38e8-40bf-99f4-50b8eebc6cd8 cb21b208-af29-45eb-b0e6-6d71ef9c67e3 a535d3fe-4d25-4487-9613-9a9567f2709d 39eddf2f-8e39-4496-a9b4-524e0e5dfe63 f0a8004f-ee51-4c3c-b7e3-ff0426acfbf4 0214ec3a-5b0c-4ee3-a438-e77ee0d7af12,,,1.0,,,,
round-condiment,48,5,1,1,0.2,0.020833333333333332,38,0.02631578947368421,30.617880000000003,bladakura,5cec240c12859100194d9e66 5ddd00151b7f3f000dae7197 5de560e8cca54a4e59b74553 Irlen syndrome Screeners,,,1.0,1d1d2ac0-8518-402b-9267-e881c976ea8a ae6958a8-b6d7-4af3-8a89-f9e3b5a05a1d 215f7f1a-facb-4cc7-8c4d-2130bca7dca4 874ff313-0733-4a59-b26b-6281942bf668 cc79a2e1-e2a3-4521-871d-0a1f0010b0a1 bac5d815-bba8-4496-85c3-84ac2155761e 70dbd049-0fc3-48b3-abcb-791f21b1d1ec e5c33667-7fd1-421b-88bf-6ddc9cbb45cb 03bb25a5-1bb8-4a12-ae32-5140784582cf ad41f2e7-d259-4ded-a47f-57449c280342,,,,,,,
red-elm,50,5,2,1,0.2,0.04,40,0.05,67.11568000000001,5aecb62ab59b0d00012ea1f7,592bdd896489ca00013b3fcf 5a0feb37df3fa800015c432a 5b2c567dc01fcb000187e253 5de62d28d82800000b7f2913,,1.0,1.0,b846d1e3-f859-46ae-82af-e827eca52cc5 e10af6fd-001b-4d4d-954b-5fab8bf06621 f09e7f39-51b6-40a9-b748-fcde37fb4ba1 c304cfb1-4e26-48f5-96f5-667ac94bcd07 d9b40f5a-32a2-4ff0-8116-83f13e3ce391 abb1f8b5-8d91-42b2-b846-afaba13e5ee4 8c8ebab9-cd17-4e83-9cb2-0be51be41288 9b5800d4-3d2b-4a35-9eea-ab8c8c99e00b 0bcbc2b3-a4f1-47ff-8206-2acdf3f2c5bc 9c472f6e-c75a-4f80-b7b4-11cac4bde08b,,,,,,,
roll-vaporizer,50,5,1,1,0.2,0.02,40,0.025,56.499919999999996,5daf08f0a6ced10015914870,5ca924edb570ed0001d22047 5d0269c97b218c00154bd1bf 5db312a14e72fe000cfb3d03 5ddec0b5535a71e309ca658f,,1.0,,420401fe-e580-40e7-9793-c02f27586c7b 653cd640-97c5-4166-8fb4-30e20d32fd3d 183f3759-69a1-4bcb-8c1f-c2edf0a30767 609e652f-034d-450e-ba69-68c57a76e0bf b6e5b52d-e942-43bf-b2a3-3ab9e4cd16b3 79c0fddc-b9be-46de-b0ec-cc72c1ef9e67 1ff3bef5-7a29-4379-bdda-3db208427ed1 715d308a-8c84-4f62-a3e3-a20bb9e7a10f 749f14be-bcb0-4116-9b3f-e351664ac7f8 1b74b7d1-b979-43b5-8c40-833547480393,,,,,,,
roll-bottle,50,5,3,1,0.2,0.06,40,0.075,91.59432000000001,5c8f9cfea4b1bd0017fb664d,5bb3e96383d96f0001184ef4 5ce4db1f65cce3000166882d 5de3dd4b7d44173ccd0e11b3 5de4e677e3e0cc47d22a3860,,1.0,1.0,e3bb4896-af1e-44ab-9a0b-0d757a9b4ea7 3aa561cd-9407-4395-8062-19f321553075 a9a18102-4423-4602-97f4-1b020ee846fe 07a7aaa7-e9da-4802-8a10-c4a8ae33e6e5 f4aec569-098d-4f4d-b166-c71d2f6fc649 880b7aef-6c30-4d9a-8ed5-694981713efc 64b85600-5785-4d3d-baa2-0c9436869414 9800f04e-85dd-49ea-a6a4-2b4b30b9fef5 fd6353ff-32db-4902-9860-e0214ac1d60a 0bcc8269-89f1-434f-a6cc-6327d699566e,1.0,,,,,,
roll-crankshaft,50,5,4,1,0.2,0.08,40,0.1,65.37692000000001,5de8ce62b63ed7845a7c97ae,5c8abb61e1b6910001b30615 5d8b0fb691f3e600016e6874 5dd419b44fee993fe527cac2 5de4f1a3521f954934d8a5ab,,,,76df00d0-5a7f-48f2-98a2-1d87c4461a7c 28c4aa9f-ad34-4e95-bd23-3d10731f3def 778709e8-613c-4fe6-835f-30968a3f7163 1aba32b1-8486-45a6-8dab-14cb720cbe2a edb5ffb0-d54f-44b2-9dd3-8d0fed737f56 b02bf468-a60c-408e-9c44-c456b44349ac 4ee9295e-0a8a-4a5f-a7c3-e072b9ea76b6 d361f0b8-7373-4f0f-8fae-0ee81191f5e5 b1fc9e67-edb2-442f-898f-de11da6d96cb 0552201f-5702-42d2-a1d5-9fe04c687574,,1.0,1.0,,1.0,,1.0
red-wine,50,5,4,1,0.2,0.08,40,0.1,67.59326000000001,5c097af754deae0001ac6534,5b281303007d870001c7f24a 5cfa90ccd128950001311ed0 5d598dff48766d0001949fb6 5de6e6eda63c7b6655e3eb3b,,1.0,1.0,eebe1c6f-8bfe-4f6a-b18d-90447ee0adb9 130079cb-5ffb-4594-8d5f-63aff953a76f 344a8fdc-6218-4323-a91b-ed2abb5d4d75 9cebf421-4f2e-4c3d-b86f-26ebf21704d4 a8475b43-c3db-4993-9adc-fb024e0edd00 83345142-9a72-493d-8f85-a4034b654e55 4db22a76-5b6d-48a9-8fca-b202dbe84e60 b73d8567-4c88-495c-8a7e-bb88533e815b 2e55c9b4-61f7-43e5-a6fb-dc303f2fcf1b 5fb5de85-5300-4ffa-836f-ae67199a8158,1.0,,,1.0,,,
roll-driveshaft,50,5,2,1,0.2,0.04,40,0.05,70.14782,5a4bf85dac413f0001e6076a,5bcbb1963c6f9f0001cc747a 5c73e0e1df19050016a5f8ea 5de77bbf6552bb6e9e080762 5de6dd9be3e0cc6642ea3b33,,,,e311dcd1-2ab3-467a-a83a-d41b210d5ed0 66ba7498-6c4b-4f05-baa4-a3845ee0755e 11ca259a-52b7-45fe-974a-843af5bd5a63 170988ad-684b-42e3-a533-8087200972dc 152fc364-0d09-425b-9efa-50d854062a18 501d4483-927b-42bd-af5e-34fe5de0df2c ee877a4d-8d49-4685-a70d-1e9100733ecb 72cdff30-97d3-4b85-bf13-aa7634da91f9 6d9f0ce0-0a90-47d5-935d-210fb6c7b9ae 04aee6a6-7825-49ca-aba1-199cfdc6dad4,1.0,,1.0,,,,
red-lemon,50,5,1,1,0.2,0.02,40,0.025,67.11568000000001,5de62d28d82800000b7f2913,592bdd896489ca00013b3fcf 5a0feb37df3fa800015c432a 5aecb62ab59b0d00012ea1f7 5b2c567dc01fcb000187e253,,,,232e42cf-a6d6-4692-9fe1-72c7914de53a 8a2f6a89-faa8-470a-b685-0dfa22a7acb0 c037b660-259c-4cf2-a236-ee9111b7a11d e791e1db-8842-4918-a1cb-f1fbd490a1f2 0a346806-e832-4609-bb09-6373d0ab956e e03b56ec-1697-404f-9352-ded7a8537d61 a962223d-2547-47d2-a2dc-9ee67d77ff46 df1783cc-fcc4-41b9-8665-64bd4b38a932 e7ac13bc-d089-4082-a404-5b799abbc176 a603715a-0cfe-4a06-8130-b58daad6964c,,,1.0,,,,
red-olive,50,5,3,1,0.2,0.06,40,0.075,72.17190000000001,5c8bfcd7e5265900010d7ba6,5a666a2713898300014b6a4d 5b7ac2d72e4a8200017a512f 5cf91e3f1756e60017a30568 5dad7f29033d57001357a2b8,,1.0,1.0,705bc4ab-bfa1-44af-a6e1-0b0aeded4e13 ee043577-cc3f-4c23-90d6-391f01d49fbb 329b4338-3656-482b-b96d-a398c7172f23 fd56b5e4-adcb-4ca5-8630-b8535c0a0a01 94eae047-5dc8-418d-9e1f-0c6f9fb246b8 a2c98fec-0668-444f-8f35-2673e815ce8c 8052dc0a-f9d4-4dc4-8286-ce3d070afb23 2aacf4e9-9468-48da-b3bf-61af411845f8 7740ac22-7d04-462e-b26a-5a4e427b54eb 6e995f69-ee7d-4c5d-82d8-2117648f05d2,1.0,,,,,,
round-drumstick,50,5,2,1,0.2,0.04,40,0.05,72.17190000000001,5c8bfcd7e5265900010d7ba6,5a666a2713898300014b6a4d 5b7ac2d72e4a8200017a512f 5cf91e3f1756e60017a30568 5dad7f29033d57001357a2b8,,,,0cb1a61b-e6fc-4c4f-94e4-b5e5de4d57b5 e0fbf502-8d66-4bca-901e-e07f5a6eeb46 3a9c8b53-21bc-4922-8caf-2bd5d9e8c71b c39666cf-76f9-48e8-b632-6b4557a9c48f 165eac0e-b273-44ef-b082-6b5db82de9cd 2a2a8c6a-d861-42db-84b7-c1828fe8172b ae039985-87d3-4fd8-94f5-422fcbf6ece6 4d324351-402a-4bc7-a303-5d0b2fa481ca 83ac925e-2c8f-4e79-8fd4-0122f428018e a18325e4-a613-456b-979b-2d5733dd09f6,1.0,,,1.0,,,
red-corncob,50,5,1,1,0.2,0.02,40,0.025,56.499919999999996,5ddec0b5535a71e309ca658f,5ca924edb570ed0001d22047 5d0269c97b218c00154bd1bf 5daf08f0a6ced10015914870 5db312a14e72fe000cfb3d03,,,,335e0acc-d348-469c-aa7d-cce218ed4448 3f268bac-08ea-4cfe-bc92-7ada924e79f7 218182bc-53ac-454a-bdd8-90d61537f620 8605c1a3-f4e4-48c6-9da9-6094133fb0f2 24ecf0d0-0022-456b-b41c-b40b346981fb 8d112472-8430-4cd5-89de-ec7b101eaa6e ac8debb2-36d4-4ccd-ac94-4fc32225a13b 6caefa49-a2bd-474b-9ff9-02a715c242c6 50f0812d-a4dd-49dd-9476-dc42914aa62c dbb29d6e-5d5c-4022-a777-642a575959e9,,,1.0,,,,
round-gourd,50,5,4,1,0.2,0.08,40,0.1,91.59432000000001,5c8f9cfea4b1bd0017fb664d,5bb3e96383d96f0001184ef4 5ce4db1f65cce3000166882d 5de3dd4b7d44173ccd0e11b3 5de4e677e3e0cc47d22a3860,,,,b7c9b1ec-138b-465c-b8e4-1591a6748878 e90532dc-6648-4b35-8758-c69de7fa0f03 2d906bdc-e7d5-4de8-a0ac-b7ac041ff754 c52d4459-0067-4bf2-8b82-0fc205b520e4 c5040786-a5cd-468b-aa41-147d9924f666 1237bdea-a523-4f1c-9bf7-ff1b72acb1d7 f134d11f-5bc7-4e4f-b751-e05706030690 659760e7-8a57-40d2-a3f7-bcb40a72cc53 55e2cbcd-f8c7-4e5c-b8ed-3e198a24752d ac361c6a-c766-4a26-803d-ac524c86e4f4,1.0,,1.0,1.0,,1.0,
roll-plastic,50,5,3,1,0.2,0.06,40,0.075,72.17190000000001,5c8bfcd7e5265900010d7ba6,5a666a2713898300014b6a4d 5b7ac2d72e4a8200017a512f 5cf91e3f1756e60017a30568 5dad7f29033d57001357a2b8,1.0,1.0,1.0,1e66ee77-42c9-4d9c-a66e-1dfa9c2ec433 a45d6c12-e966-48e3-ba4c-471cea49aa07 d22f29c2-55eb-4eb0-81cd-1f00c067acda b2b49af5-c909-4214-9c77-f79d53167067 dc52af3c-1e75-4644-bbbf-a4db59a9fa46 72b5964e-8386-4001-9e33-d1c57327d9ce 4a321eac-cabc-48b9-ab1c-f6b4735828ea 5020bce4-1673-475f-b1f9-a6ba03981afb aab70b32-4905-43e9-b6ef-93e7d7f20597 0a88c777-0e93-40f2-bcf9-8e4f1c2a4c5b,,,,,,,
red-milk,50,5,1,1,0.2,0.02,40,0.025,72.17190000000001,5c8bfcd7e5265900010d7ba6,5a666a2713898300014b6a4d 5b7ac2d72e4a8200017a512f 5cf91e3f1756e60017a30568 5dad7f29033d57001357a2b8,,,,c1f3dc23-180f-4f20-94b4-3317ff7d6444 36536321-2571-4e94-bfa5-401297054f60 2e17524e-703a-4763-bfc2-1e139d8f0d69 11674bbf-8df8-4d75-9f99-6537effbae47 85b48d8f-83c4-4d91-b1d9-be15f935458f 75b3c17b-aff3-4dac-bba9-f2dbe2dbc8d9 969caef6-efe2-4d6b-b61c-cff8f4d05234 dd8cb8fb-65d7-4836-ac26-df9e2b8bca5d fd3c8e46-f87d-4b58-9e6b-59332f9ae9f5 bcb96668-f07d-4e0f-a86c-826506142c4b,,,,,1.0,,
roll-shovel,50,5,3,1,0.2,0.06,40,0.075,82.19323999999999,5baed9241fefee0001ecb8c3,5b9581133b90af00014e3cb2 5c79d035998fb70001efcf1e 5de043dae448c60bb13722af 5de2414f93203f26d66ba564,,,,992f0813-9c7c-41c7-b7fd-40ebead9efcf 4e7ebf66-16df-4b81-8a57-54a885efc41f fb517149-2cb4-41df-bc64-f43f8f4e098d 515f9d2a-53e9-4376-994b-b842b67d788f 366282f9-5274-4188-9b00-c771586b71f2 55cd37f6-3667-4719-9bc8-5e85f074a57a 7eb0d66b-7ab9-45f7-a0c0-3c4f1f86a929 3b52ffb8-82a8-4dea-8207-627d0c695bda 7e625d3b-3ccf-4395-9bf0-c534dc8727f6 00f07202-2b7a-4ce2-b582-e888e0504ea1,,1.0,1.0,,,,1.0
red-spice,62,6,3,1,0.16666666666666666,0.04838709677419355,48,0.0625,68.86106666666666,5ba797ad7c0ebe000127092a,5bb202b18aba5700017f36f6 5c665e1948985d0001f09675 5cfd0ec4a6723500162fb445 ae Karolina,,1.0,1.0,414b4d5d-05aa-4dc9-afb2-da50f1acff80 78c58063-ff3c-4eaa-b334-21c4f12d2f4e 1a6f1691-df65-4764-a1b4-ec5d79b00837 b4b5b565-6c62-4bd5-a7b4-ccd73d99da30 90937157-ffb9-4dea-8537-2652ca624f26 34db574e-4b08-452d-85bf-86f02af0e6a5 cdee0937-fd38-467e-b9aa-e787230d7241 6d32f7f5-1d9c-4acf-82d9-961480f2d661 61c7ebba-3fd7-41ca-9505-be8c62a83589 3aa0a29b-c317-454c-a54a-9f15ecda54e2 106b1166-f9a1-4bb2-a2e4-334044ba0510 02196ff5-bbf7-4fae-9ac6-548528402100,,,,1.0,,,
red-aubergine,60,6,2,1,0.16666666666666666,0.03333333333333333,48,0.041666666666666664,70.47066666666666,5ba797ad7c0ebe000127092a,5bb202b18aba5700017f36f6 5c665e1948985d0001f09675 5cfd0ec4a6723500162fb445 ae Karolina,,,1.0,08ff1a36-167d-4acd-8e12-fe0f3887d78f 968a6b21-e7de-4805-9b8d-87de223c40ed 67a67f11-39f0-4509-ab6e-51e0141dae2b a1a95415-782d-46a2-b333-6556f32c7ed5 876e9a0e-459e-4da1-8e39-5c7e4d70b40b 99a36b13-13e1-4eb2-8488-bb5c3b8fa5a2 1e39b9b8-e1eb-4103-81a1-eebd64802346 2ce229f6-9f97-42db-8ab7-1b7eb703c757 e7be25c0-4593-4d91-bce8-ee2aa7313b20 4dd4bd07-5bd6-4b5a-af6a-43000263a052,,,,,1.0,,
roll-corkscrew,77,10,2,1,0.1,0.025974025974025976,44,0.045454545454545456,139.62948571428572,5da4a23630871900154e0d5c,598780a5e8d50e0001d7c273 5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5dd7f4dbdcec87782e2d4e5c 5de122c7ff15c24523bccf21 5ddf8f46d0e07e000a396562 5de0ce83cca54a1199017f73,,,1.0,d187e0b5-e53e-4bb1-b70b-f6696d94ab5a 24d6d117-b282-4fe7-9f9b-b9cbbad04d9b 7d19d9f3-854a-404d-a718-72b44360d186 5789bace-a849-4ee0-95f5-491602760e71 dbd6b42b-0655-42c4-836e-ead1915b94e2 f4b49dc9-e3ff-4975-a36f-d878baa836ed 1cbb5d06-32a7-4a97-983a-6f24ee8d12e4 2070fdb6-37a8-4a31-8c11-3611cc40b6a9 b27c3cd9-fbeb-4a7f-ba89-d0635fd22d56 6eefce44-8461-4545-8b66-2cc3ac1502a1,,,,,1.0,,
red-sycamore,76,10,2,1,0.1,0.02631578947368421,52,0.038461538461538464,129.73594166666666,5dd7f4dbdcec87782e2d4e5c,598780a5e8d50e0001d7c273 5ba909c938803d00012708e0 5be964367514d0000108cefc 5c617fed0863210001642974 5cc7af94cd7a550019b5a460 5da4a23630871900154e0d5c 5de122c7ff15c24523bccf21 5ddf8f46d0e07e000a396562 5de0ce83cca54a1199017f73,,1.0,1.0,6faa66af-750c-4a91-bc76-424c48f20e8d dd8b27ea-fca5-4906-abb6-2c5a7c45d1b2 793f6a2f-ac2d-4855-982c-627a1d66cefb adeeb3d1-8f50-4adf-b5e1-2b90095a7be4 5a278631-a74e-4175-a8fa-a2c617a72c20 a8c3a854-2860-4c66-b96b-0a3b0d13330a 539b676a-980e-4c23-934c-d388a8df618b f036fd76-2b4d-422e-bafe-07de7e4fd837 83c0fd1a-a2d0-4b72-8aa1-f725b9de1b48 06983c2f-3e85-45eb-8fbb-f35ba14aff47,,,,,,,
round-cream,50,5,0,0,0.0,0.0,40,0.0,23.56302,,59d3764946447f00011f0407 5a828ebeeea3d300016e5389 5b2421a25b5c0900018a69aa 5b2e41eb1d2f710001fb32db klarinka.b@gmail.com,,,,,,,,,,,
round-sausage,50,5,0,0,0.0,0.0,40,0.0,78.14953999999999,,591d7a33e4b20e00016c2798 5a473bda7aebf70001153fb5 5d4aa7d50b5bf80015ad014d 5d53cd2405ac770016f224e5 5db35f3fe6208e000af26586,,,,,,,,,,,
red-cilantro,50,5,0,0,0.0,0.0,40,0.0,24.65336,,5aeaf8170a90530001bed0a2 5c609050808997000178ad7a 5ddd1a65798297c76102df27 5ddd4e1144840502f8c3dfcd Francesco,,,,,,,,,,,
red-tomato,35,5,0,0,0.0,0.0,0,0.0,111.6422,,591d7a33e4b20e00016c2798 5a473bda7aebf70001153fb5 5d4aa7d50b5bf80015ad014d 5d53cd2405ac770016f224e5 5db35f3fe6208e000af26586,,,,,,,,,,,
roll-brick,50,5,0,0,0.0,0.0,40,0.0,70.14782,,5a4bf85dac413f0001e6076a 5bcbb1963c6f9f0001cc747a 5c73e0e1df19050016a5f8ea 5de77bbf6552bb6e9e080762 5de6dd9be3e0cc6642ea3b33,,,,,,,,,,,
round-lemon,36,5,0,0,0.0,0.0,0,0.0,33.379335714285716,,5aeaf8170a90530001bed0a2 5c609050808997000178ad7a 5ddd1a65798297c76102df27 5ddd4e1144840502f8c3dfcd Francesco,,,,,,,,,,,
round-popsicle,50,5,0,0,0.0,0.0,40,0.0,62.771339999999995,,5bec28bf65c4360001e8590c 5c28f3efdfe7fc0001cd8b28 5cfa7e66b131cd001aa86c44 5d025e0959967a0019b3db84 5d1e2045a37a4d001a1fc2cb,,,,,,,,,,,
round-biscuit,35,5,0,0,0.0,0.0,0,0.0,111.6422,,591d7a33e4b20e00016c2798 5a473bda7aebf70001153fb5 5d4aa7d50b5bf80015ad014d 5d53cd2405ac770016f224e5 5db35f3fe6208e000af26586,,,,,,,,,,,
round-banjo,35,5,0,0,0.0,0.0,0,0.0,100.21117142857142,,5a4bf85dac413f0001e6076a 5bcbb1963c6f9f0001cc747a 5c73e0e1df19050016a5f8ea 5de77bbf6552bb6e9e080762 5de6dd9be3e0cc6642ea3b33,,,,,,,,,,,
red-chive,50,5,0,0,0.0,0.0,40,0.0,23.56302,,59d3764946447f00011f0407 5a828ebeeea3d300016e5389 5b2421a25b5c0900018a69aa 5b2e41eb1d2f710001fb32db klarinka.b@gmail.com,,,,,,,,,,,
red-currant,51,5,0,0,0.0,0.0,40,0.0,84.75889090909091,,5ad27a0793f87d00016ceb1c 5b2e41eb1d2f710001fb32db 5b8c02e2355464000101cc7c 5bb3b490763e440001853e4f 5de24cece3e0cc27a58c659b,,,,,,,,,,,
round-bread,50,5,0,0,0.0,0.0,40,0.0,67.80354,,5b58e75f57f6aa00010a56e1 5c9e5360bb028c00166755fa 5cd574ebf1dc7600185cc0a4 5d7c8c85f0f16600017679be 5d6ec714d7d0900001831ade,,,,,,,,,,,
red-ambulance,35,5,0,0,0.0,0.0,0,0.0,49.42391428571428,,5c036f34efea06000188cdba 5c3de869b3369c0001a9264a 5c8250c026a0940016b265da 5de93ba177443804fea65939 5dc9bfa40a493f6ea88d0a14,,,,,,,,,,,
round-matzah,51,5,0,0,0.0,0.0,40,0.0,84.75889090909091,,5ad27a0793f87d00016ceb1c 5b2e41eb1d2f710001fb32db 5b8c02e2355464000101cc7c 5bb3b490763e440001853e4f 5de24cece3e0cc27a58c659b,,,,,,,,,,,
roll-cartridge,50,5,0,0,0.0,0.0,40,0.0,89.33108,,587968cb5c17910001ea5190 5b5c2fdbf7591300019061a1 5c2e0e0b8a20f50001e9fba0 5de7eb635a8f947536c2e41e 5de7fd8df31ad27743f8d19f,,,,,,,,,,,
red-coconut,51,5,0,0,0.0,0.0,40,0.0,84.75889090909091,,5ad27a0793f87d00016ceb1c 5b2e41eb1d2f710001fb32db 5b8c02e2355464000101cc7c 5bb3b490763e440001853e4f 5de24cece3e0cc27a58c659b,,,,,,,,,,,
round-bottle,50,5,0,0,0.0,0.0,40,0.0,89.33108,,587968cb5c17910001ea5190 5b5c2fdbf7591300019061a1 5c2e0e0b8a20f50001e9fba0 5de7eb635a8f947536c2e41e 5de7fd8df31ad27743f8d19f,,,,,,,,,,,
